### var1 :  probe_sc_eta 
### var2 :  probe_Ele_pt 
  -2.500	  -2.000	 +10.000	 +20.000	0.139	0.002	0.193	0.004	0.139	0.140	0.191	0.193
  -2.000	  -1.566	 +10.000	 +20.000	0.188	0.002	0.257	0.004	0.187	0.188	0.257	0.259
  -1.566	  -1.444	 +10.000	 +20.000	0.131	0.004	0.146	0.007	0.130	0.129	0.147	0.145
  -1.444	  -0.800	 +10.000	 +20.000	0.274	0.002	0.292	0.004	0.273	0.275	0.284	0.293
  -0.800	  +0.000	 +10.000	 +20.000	0.299	0.002	0.328	0.004	0.295	0.291	0.326	0.329
  +0.000	  +0.800	 +10.000	 +20.000	0.299	0.002	0.326	0.004	0.298	0.293	0.333	0.325
  +0.800	  +1.444	 +10.000	 +20.000	0.268	0.002	0.293	0.004	0.266	0.267	0.286	0.292
  +1.444	  +1.566	 +10.000	 +20.000	0.131	0.004	0.146	0.007	0.130	0.139	0.147	0.146
  +1.566	  +2.000	 +10.000	 +20.000	0.184	0.002	0.243	0.004	0.184	0.190	0.243	0.243
  +2.000	  +2.500	 +10.000	 +20.000	0.149	0.002	0.221	0.004	0.148	0.152	0.216	0.222
  -2.500	  -2.000	 +20.000	 +35.000	0.275	0.001	0.355	0.002	0.273	0.274	0.354	0.358
  -2.000	  -1.566	 +20.000	 +35.000	0.354	0.001	0.436	0.002	0.351	0.359	0.433	0.439
  -1.566	  -1.444	 +20.000	 +35.000	0.260	0.001	0.295	0.003	0.259	0.298	0.294	0.298
  -1.444	  -0.800	 +20.000	 +35.000	0.472	0.001	0.516	0.001	0.468	0.476	0.519	0.518
  -0.800	  +0.000	 +20.000	 +35.000	0.508	0.001	0.553	0.001	0.502	0.510	0.553	0.552
  +0.000	  +0.800	 +20.000	 +35.000	0.519	0.001	0.547	0.001	0.513	0.514	0.550	0.547
  +0.800	  +1.444	 +20.000	 +35.000	0.467	0.001	0.516	0.001	0.461	0.472	0.518	0.517
  +1.444	  +1.566	 +20.000	 +35.000	0.244	0.001	0.289	0.003	0.243	0.256	0.297	0.291
  +1.566	  +2.000	 +20.000	 +35.000	0.343	0.001	0.433	0.002	0.344	0.347	0.434	0.436
  +2.000	  +2.500	 +20.000	 +35.000	0.286	0.001	0.383	0.002	0.281	0.283	0.385	0.386
  -2.500	  -2.000	 +35.000	 +50.000	0.366	0.001	0.453	0.001	0.366	0.363	0.454	0.456
  -2.000	  -1.566	 +35.000	 +50.000	0.460	0.001	0.542	0.001	0.459	0.455	0.540	0.544
  -1.566	  -1.444	 +35.000	 +50.000	0.406	0.001	0.460	0.002	0.407	0.404	0.462	0.462
  -1.444	  -0.800	 +35.000	 +50.000	0.611	0.001	0.666	0.001	0.610	0.604	0.666	0.667
  -0.800	  +0.000	 +35.000	 +50.000	0.632	0.001	0.688	0.001	0.632	0.631	0.690	0.689
  +0.000	  +0.800	 +35.000	 +50.000	0.642	0.001	0.677	0.001	0.641	0.640	0.676	0.678
  +0.800	  +1.444	 +35.000	 +50.000	0.604	0.001	0.665	0.001	0.603	0.597	0.664	0.666
  +1.444	  +1.566	 +35.000	 +50.000	0.388	0.001	0.451	0.002	0.388	0.384	0.448	0.452
  +1.566	  +2.000	 +35.000	 +50.000	0.458	0.001	0.541	0.001	0.457	0.454	0.541	0.544
  +2.000	  +2.500	 +35.000	 +50.000	0.377	0.001	0.477	0.001	0.375	0.373	0.477	0.480
  -2.500	  -2.000	 +50.000	 +90.000	0.418	0.002	0.499	0.003	0.417	0.420	0.488	0.503
  -2.000	  -1.566	 +50.000	 +90.000	0.512	0.001	0.587	0.003	0.510	0.510	0.582	0.587
  -1.566	  -1.444	 +50.000	 +90.000	0.456	0.003	0.509	0.005	0.453	0.445	0.496	0.510
  -1.444	  -0.800	 +50.000	 +90.000	0.667	0.001	0.730	0.001	0.667	0.658	0.728	0.731
  -0.800	  +0.000	 +50.000	 +90.000	0.684	0.001	0.745	0.001	0.685	0.676	0.746	0.746
  +0.000	  +0.800	 +50.000	 +90.000	0.694	0.001	0.733	0.001	0.693	0.684	0.734	0.733
  +0.800	  +1.444	 +50.000	 +90.000	0.661	0.001	0.724	0.001	0.661	0.652	0.725	0.726
  +1.444	  +1.566	 +50.000	 +90.000	0.426	0.003	0.491	0.005	0.427	0.437	0.497	0.493
  +1.566	  +2.000	 +50.000	 +90.000	0.505	0.001	0.586	0.003	0.505	0.508	0.596	0.588
  +2.000	  +2.500	 +50.000	 +90.000	0.432	0.002	0.524	0.003	0.429	0.431	0.532	0.527
