0 0.0451981
0.25 0.35685
0.5 0.682276
0.75 1.01351
1 1.3525
1.25 1.64844
1.5 1.96526
1.75 2.23343
2 2.45426
2.25 2.68799
2.5 2.84468
2.75 3.06228
3 3.1757
3.25 3.3029
3.5 3.34466
3.75 3.42128
4 3.48004
4.25 3.48929
4.5 3.55149
4.75 3.52222
5 3.54245
5.25 3.55472
5.5 3.50027
5.75 3.4738
6 3.47293
6.25 3.44087
6.5 3.4088
6.75 3.33002
7 3.26201
7.25 3.30527
7.5 3.23683
7.75 3.18302
8 3.1615
8.25 3.10296
8.5 3.05582
8.75 3.01988
9 3.00976
9.25 2.91592
9.5 2.87697
9.75 2.8817
10 2.80723
10.25 2.79238
10.5 2.77021
10.75 2.71425
11 2.65679
11.25 2.61848
11.5 2.60987
11.75 2.59007
12 2.53841
12.25 2.51129
12.5 2.46459
12.75 2.43123
13 2.41358
13.25 2.35202
13.5 2.34922
13.75 2.25732
14 2.28466
14.25 2.23881
14.5 2.24053
14.75 2.22052
15 2.17446
15.25 2.13356
15.5 2.09138
15.75 2.03671
16 2.04274
16.25 2.0337
16.5 2.00593
16.75 1.97214
17 1.91941
17.25 1.91123
17.5 1.88325
17.75 1.87959
18 1.83224
18.25 1.84236
18.5 1.79695
18.75 1.78748
19 1.75433
19.25 1.72678
19.5 1.71688
19.75 1.71796
20 1.6861
20.25 1.64349
20.5 1.64327
20.75 1.64801
21 1.60905
21.25 1.55374
21.5 1.59205
21.75 1.53738
22 1.51392
22.25 1.53351
22.5 1.46506
22.75 1.45473
23 1.47195
23.25 1.43838
23.5 1.44268
23.75 1.42051
24 1.40437
24.25 1.35293
24.5 1.36541
24.75 1.30773
25 1.31828
25.25 1.33377
25.5 1.32495
25.75 1.29805
26 1.27781
26.25 1.27609
26.5 1.27545
26.75 1.21174
27 1.22917
27.25 1.23757
27.5 1.19753
27.75 1.15836
28 1.16439
28.25 1.1575
28.5 1.15879
28.75 1.14244
29 1.13275
29.25 1.10886
29.5 1.10864
29.75 1.0953
30 1.09595
30.25 1.04343
30.5 1.06797
30.75 1.02384
31 1.02836
31.25 1.03805
31.5 1.03052
31.75 1.02729
32 1.01846
32.25 0.981444
32.5 0.999739
32.75 0.976063
33 0.972835
33.25 0.969391
33.5 0.961858
33.75 0.959276
34 0.938614
34.25 0.914077
34.5 0.891478
34.75 0.911495
35 0.910203
35.25 0.900949
35.5 0.888035
35.75 0.884806
36 0.854244
36.25 0.873399
36.5 0.84585
36.75 0.870601
37 0.839393
37.25 0.829062
37.5 0.837241
37.75 0.783649
38 0.814211
38.25 0.796132
38.5 0.805817
38.75 0.798284
39 0.781066
39.25 0.770305
39.5 0.776977
39.75 0.748351
40 0.770089
40.25 0.753517
40.5 0.778914
40.75 0.737159
41 0.733285
41.25 0.72812
41.5 0.711332
41.75 0.707458
42 0.694113
42.25 0.696051
42.5 0.691961
42.75 0.70014
43 0.68572
43.25 0.675389
43.5 0.660753
43.75 0.6812
44 0.6487
44.25 0.669577
44.5 0.648054
44.75 0.654511
45 0.655587
45.25 0.632773
45.5 0.644826
45.75 0.640306
46 0.614694
46.25 0.616631
46.5 0.627177
46.75 0.621151
47 0.604578
47.25 0.600919
47.5 0.589727
47.75 0.591019
48 0.587575
48.25 0.580903
48.5 0.591449
48.75 0.569926
49 0.556582
49.25 0.564546
49.5 0.565837
49.75 0.544745
50 0.534629
50.25 0.546251
50.5 0.548188
50.75 0.519563
51 0.533337
51.25 0.523437
51.5 0.530755
51.75 0.528602
52 0.536566
52.25 0.508156
52.5 0.516119
52.75 0.505573
53 0.497609
53.25 0.49847
53.5 0.49804
53.75 0.477593
54 0.499546
54.25 0.504927
54.5 0.468984
54.75 0.497609
55 0.489646
55.25 0.456501
55.5 0.472212
55.75 0.468123
56 0.462312
56.25 0.452842
56.5 0.466832
56.75 0.450044
57 0.453487
57.25 0.448537
57.5 0.46016
57.75 0.429812
58 0.435623
58.25 0.423786
58.5 0.441435
58.75 0.439713
59 0.432825
59.25 0.441219
59.5 0.424432
59.75 0.412164
60 0.416253
60.25 0.416899
60.5 0.410872
60.75 0.41324
61 0.401187
61.25 0.414316
61.5 0.406783
61.75 0.397528
62 0.403339
62.25 0.398389
62.5 0.391932
62.75 0.393008
63 0.394084
63.25 0.398174
63.5 0.390641
63.75 0.375575
64 0.383108
64.25 0.375575
64.5 0.377727
64.75 0.367611
65 0.372992
65.25 0.359002
65.5 0.359432
65.75 0.368902
66 0.368687
66.25 0.363091
66.5 0.364813
66.75 0.354267
67 0.348025
67.25 0.349317
67.5 0.345873
67.75 0.336618
68 0.337049
68.25 0.329516
68.5 0.326287
68.75 0.336188
69 0.335757
69.25 0.323059
69.5 0.343505
69.75 0.330376
70 0.324135
