#
#    First two columns are Eta range.
#    Next 2 columns are PT range.
#    Column 5 & 6 shows the efficiency in data and statistical error.
#    Column 7 & 8 shows the efficiency in MC and statistical error.
#    Column 9 shows the systematics uncertainty because of changing background PDF.
#    Column 10 shows the systematics uncertainty because of changing signal PDF.
#    Column 11 - systematics after changing the NLO and MC sample.
#    Column 12 - systematics because of alternate tag selection.
#
#
#
#
0.000	0.800	10.000	25.000	0.733	0.008	0.731	0.002	0.002	0.001	0.000	0.003
0.800	1.444	10.000	25.000	0.726	0.011	0.728	0.002	0.008	0.008	0.002	0.002
1.444	1.566	10.000	25.000	0.480	0.047	0.625	0.009	0.022	0.007	0.011	0.001
1.566	2.000	10.000	25.000	0.419	0.017	0.656	0.004	0.000	0.013	0.008	0.003
2.000	2.500	10.000	25.000	0.528	0.018	0.671	0.004	0.008	0.010	0.011	0.008
0.000	0.800	25.000	40.000	0.799	0.075	0.809	0.001	0.001	0.000	0.000	0.001
0.800	1.444	25.000	40.000	0.795	0.003	0.807	0.001	0.002	0.002	0.002	0.001
1.444	1.566	25.000	40.000	0.606	0.012	0.725	0.003	0.002	0.002	0.003	0.001
1.566	2.000	25.000	40.000	0.554	0.006	0.797	0.001	0.002	0.000	0.004	0.001
2.000	2.500	25.000	40.000	0.673	0.006	0.803	0.001	0.000	0.000	0.002	0.000
0.000	0.800	40.000	2000	0.854	0.002	0.861	0.001	0.000	0.001	0.003	0.000
0.800	1.444	40.000	2000	0.847	0.002	0.858	0.001	0.000	0.000	0.004	0.000
1.444	1.566	40.000	2000	0.663	0.014	0.810	0.003	0.001	0.001	0.013	0.000
1.566	2.000	40.000	2000	0.654	0.005	0.859	0.001	0.000	0.002	0.000	0.000
2.000	2.500	40.000	2000	0.736	0.007	0.855	0.001	0.000	0.001	0.001	0.000
2.000	2.500	40.000	2000	0.736	0.007	0.855	0.001	0.000	0.001	0.001	0.000
